Start Event Type,Start Event Description,Equipment Type,Unit Count,Date,Start Event Location Full
ELV,Export Loaded on Vessel,40HR,32,2022-08-20,E
ELV,Export Loaded on Vessel,40HR,880,2022-08-20,F
ELV,Export Loaded on Vessel,40HR,384,2022-08-20,G
IDV,Import Discharged from Vessel,20DV,4992,2022-08-20,A
IDV,Import Discharged from Vessel,20DV,7344,2022-08-20,B
IDV,Import Discharged from Vessel,20DV,1088,2022-08-20,E
IDV,Import Discharged from Vessel,20DV,992,2022-08-20,F
IDV,Import Discharged from Vessel,20DV,3168,2022-08-20,C
IDV,Import Discharged from Vessel,20DV,768,2022-08-20,G
IDV,Import Discharged from Vessel,20RE,16,2022-08-20,B
IDV,Import Discharged from Vessel,40DV,368,2022-08-20,A
IDV,Import Discharged from Vessel,40DV,384,2022-08-20,B
IDV,Import Discharged from Vessel,40DV,208,2022-08-20,E
IDV,Import Discharged from Vessel,40DV,336,2022-08-20,F
IDV,Import Discharged from Vessel,40DV,960,2022-08-20,C
IDV,Import Discharged from Vessel,40DV,16,2022-08-20,G
IDV,Import Discharged from Vessel,40HC,2384,2022-08-20,A
IDV,Import Discharged from Vessel,40HC,7424,2022-08-20,B
IDV,Import Discharged from Vessel,40HC,2896,2022-08-20,E
IDV,Import Discharged from Vessel,40HC,2016,2022-08-20,F
IDV,Import Discharged from Vessel,40HC,5552,2022-08-20,C
IDV,Import Discharged from Vessel,40HC,784,2022-08-20,G
IDV,Import Discharged from Vessel,40HR,480,2022-08-20,A
IDV,Import Discharged from Vessel,40HR,320,2022-08-20,B
IDV,Import Discharged from Vessel,40HR,96,2022-08-20,F
IDV,Import Discharged from Vessel,40HR,7408,2022-08-20,C
IDV,Import Discharged from Vessel,40HR,32,2022-08-20,G
ELV,Export Loaded on Vessel,20DV,5968,2022-08-21,A
ELV,Export Loaded on Vessel,20DV,10480,2022-08-21,B
ELV,Export Loaded on Vessel,20DV,3824,2022-08-21,E
ELV,Export Loaded on Vessel,20DV,400,2022-08-21,F
ELV,Export Loaded on Vessel,20DV,1664,2022-08-21,C
ELV,Export Loaded on Vessel,20DV,1712,2022-08-21,G
ELV,Export Loaded on Vessel,20RE,48,2022-08-21,A
ELV,Export Loaded on Vessel,20RE,80,2022-08-21,B
ELV,Export Loaded on Vessel,20RE,32,2022-08-21,E
ELV,Export Loaded on Vessel,20RE,16,2022-08-21,F
ELV,Export Loaded on Vessel,20RE,32,2022-08-21,C
ELV,Export Loaded on Vessel,40DV,416,2022-08-21,A
ELV,Export Loaded on Vessel,40DV,1328,2022-08-21,B
ELV,Export Loaded on Vessel,40DV,944,2022-08-21,E
ELV,Export Loaded on Vessel,40DV,560,2022-08-21,C
ELV,Export Loaded on Vessel,40DV,32,2022-08-21,G
ELV,Export Loaded on Vessel,40HC,5968,2022-08-21,A
ELV,Export Loaded on Vessel,40HC,13440,2022-08-21,B
ELV,Export Loaded on Vessel,40HC,6096,2022-08-21,E
ELV,Export Loaded on Vessel,40HC,448,2022-08-21,D
ELV,Export Loaded on Vessel,40HC,208,2022-08-21,F
ELV,Export Loaded on Vessel,40HC,4080,2022-08-21,C
ELV,Export Loaded on Vessel,40HC,1728,2022-08-21,G
ELV,Export Loaded on Vessel,40HR,1360,2022-08-21,A
ELV,Export Loaded on Vessel,40HR,2144,2022-08-21,B
ELV,Export Loaded on Vessel,40HR,272,2022-08-21,E
ELV,Export Loaded on Vessel,40HR,64,2022-08-21,F
ELV,Export Loaded on Vessel,40HR,560,2022-08-21,C
ELV,Export Loaded on Vessel,40HR,832,2022-08-21,G
IDV,Import Discharged from Vessel,20DV,3520,2022-08-21,A
IDV,Import Discharged from Vessel,20DV,12496,2022-08-21,B
IDV,Import Discharged from Vessel,20DV,1232,2022-08-21,E
IDV,Import Discharged from Vessel,20DV,352,2022-08-21,F
IDV,Import Discharged from Vessel,20DV,8656,2022-08-21,C
IDV,Import Discharged from Vessel,20RE,16,2022-08-21,B
IDV,Import Discharged from Vessel,20RE,64,2022-08-21,E
IDV,Import Discharged from Vessel,20RE,16,2022-08-21,C
IDV,Import Discharged from Vessel,40DV,80,2022-08-21,A
IDV,Import Discharged from Vessel,40DV,256,2022-08-21,B
IDV,Import Discharged from Vessel,40DV,464,2022-08-21,E
IDV,Import Discharged from Vessel,40DV,992,2022-08-21,C
IDV,Import Discharged from Vessel,40HC,3616,2022-08-21,A
IDV,Import Discharged from Vessel,40HC,8976,2022-08-21,B
IDV,Import Discharged from Vessel,40HC,4304,2022-08-21,E
IDV,Import Discharged from Vessel,40HC,80,2022-08-21,F
IDV,Import Discharged from Vessel,40HC,13152,2022-08-21,C
IDV,Import Discharged from Vessel,40HC,96,2022-08-21,G
IDV,Import Discharged from Vessel,40HR,48,2022-08-21,A
IDV,Import Discharged from Vessel,40HR,448,2022-08-21,B
IDV,Import Discharged from Vessel,40HR,112,2022-08-21,E
IDV,Import Discharged from Vessel,40HR,1872,2022-08-21,C
ELV,Export Loaded on Vessel,20DV,5888,2022-08-22,A
ELV,Export Loaded on Vessel,20DV,24128,2022-08-22,B
ELV,Export Loaded on Vessel,20DV,880,2022-08-22,E
ELV,Export Loaded on Vessel,20DV,1984,2022-08-22,C
ELV,Export Loaded on Vessel,20DV,4864,2022-08-22,G
ELV,Export Loaded on Vessel,20RE,48,2022-08-22,A
ELV,Export Loaded on Vessel,20RE,416,2022-08-22,B
ELV,Export Loaded on Vessel,20RE,64,2022-08-22,C
ELV,Export Loaded on Vessel,40DV,928,2022-08-22,A
ELV,Export Loaded on Vessel,40DV,1152,2022-08-22,B
ELV,Export Loaded on Vessel,40DV,176,2022-08-22,E
ELV,Export Loaded on Vessel,40DV,464,2022-08-22,C
ELV,Export Loaded on Vessel,40DV,48,2022-08-22,G
ELV,Export Loaded on Vessel,40HC,10032,2022-08-22,A
ELV,Export Loaded on Vessel,40HC,15840,2022-08-22,B
ELV,Export Loaded on Vessel,40HC,1792,2022-08-22,E
ELV,Export Loaded on Vessel,40HC,432,2022-08-22,D
ELV,Export Loaded on Vessel,40HC,2640,2022-08-22,C
ELV,Export Loaded on Vessel,40HC,1136,2022-08-22,G
ELV,Export Loaded on Vessel,40HR,1600,2022-08-22,A
ELV,Export Loaded on Vessel,40HR,6224,2022-08-22,B
ELV,Export Loaded on Vessel,40HR,32,2022-08-22,E
ELV,Export Loaded on Vessel,40HR,976,2022-08-22,C
ELV,Export Loaded on Vessel,40HR,544,2022-08-22,G
IDV,Import Discharged from Vessel,20DV,9808,2022-08-22,A
IDV,Import Discharged from Vessel,20DV,13936,2022-08-22,B
IDV,Import Discharged from Vessel,20DV,7600,2022-08-22,E
IDV,Import Discharged from Vessel,20DV,864,2022-08-22,F
IDV,Import Discharged from Vessel,20DV,5232,2022-08-22,C
IDV,Import Discharged from Vessel,20DV,304,2022-08-22,G
IDV,Import Discharged from Vessel,20RE,32,2022-08-22,B
IDV,Import Discharged from Vessel,20RE,80,2022-08-22,E
IDV,Import Discharged from Vessel,40DV,1024,2022-08-22,A
IDV,Import Discharged from Vessel,40DV,1296,2022-08-22,B
IDV,Import Discharged from Vessel,40DV,2240,2022-08-22,E
IDV,Import Discharged from Vessel,40DV,128,2022-08-22,F
IDV,Import Discharged from Vessel,40DV,432,2022-08-22,C
IDV,Import Discharged from Vessel,40DV,48,2022-08-22,G
IDV,Import Discharged from Vessel,40HC,10832,2022-08-22,A
IDV,Import Discharged from Vessel,40HC,13808,2022-08-22,B
IDV,Import Discharged from Vessel,40HC,9680,2022-08-22,E
IDV,Import Discharged from Vessel,40HC,4816,2022-08-22,F
IDV,Import Discharged from Vessel,40HC,7072,2022-08-22,C
IDV,Import Discharged from Vessel,40HC,576,2022-08-22,G
IDV,Import Discharged from Vessel,40HR,352,2022-08-22,A
IDV,Import Discharged from Vessel,40HR,1376,2022-08-22,B
IDV,Import Discharged from Vessel,40HR,96,2022-08-22,E
IDV,Import Discharged from Vessel,40HR,240,2022-08-22,F
IDV,Import Discharged from Vessel,40HR,272,2022-08-22,C
IDV,Import Discharged from Vessel,40HR,80,2022-08-22,G
ELV,Export Loaded on Vessel,20DV,6368,2022-08-23,A
ELV,Export Loaded on Vessel,20DV,9312,2022-08-23,B
ELV,Export Loaded on Vessel,20DV,272,2022-08-23,E
ELV,Export Loaded on Vessel,20DV,736,2022-08-23,F
ELV,Export Loaded on Vessel,20DV,6496,2022-08-23,C
ELV,Export Loaded on Vessel,20DV,3312,2022-08-23,G
ELV,Export Loaded on Vessel,20RE,64,2022-08-23,C
ELV,Export Loaded on Vessel,40DV,704,2022-08-23,A
ELV,Export Loaded on Vessel,40DV,384,2022-08-23,B
ELV,Export Loaded on Vessel,40DV,176,2022-08-23,F
ELV,Export Loaded on Vessel,40DV,288,2022-08-23,C
ELV,Export Loaded on Vessel,40DV,64,2022-08-23,G
ELV,Export Loaded on Vessel,40HC,4560,2022-08-23,A
ELV,Export Loaded on Vessel,40HC,15856,2022-08-23,B
ELV,Export Loaded on Vessel,40HC,320,2022-08-23,E
ELV,Export Loaded on Vessel,40HC,384,2022-08-23,D
ELV,Export Loaded on Vessel,40HC,1296,2022-08-23,F
ELV,Export Loaded on Vessel,40HC,4192,2022-08-23,C
ELV,Export Loaded on Vessel,40HC,1504,2022-08-23,G
ELV,Export Loaded on Vessel,40HR,1536,2022-08-23,A
ELV,Export Loaded on Vessel,40HR,896,2022-08-23,B
ELV,Export Loaded on Vessel,40HR,112,2022-08-23,F
ELV,Export Loaded on Vessel,40HR,1200,2022-08-23,C
ELV,Export Loaded on Vessel,40HR,1648,2022-08-23,G
IDV,Import Discharged from Vessel,20DV,4672,2022-08-23,A
IDV,Import Discharged from Vessel,20DV,13072,2022-08-23,B
IDV,Import Discharged from Vessel,20DV,9296,2022-08-23,E
IDV,Import Discharged from Vessel,20DV,432,2022-08-23,D
IDV,Import Discharged from Vessel,20DV,432,2022-08-23,F
IDV,Import Discharged from Vessel,20DV,1840,2022-08-23,C
IDV,Import Discharged from Vessel,20DV,4144,2022-08-23,G
IDV,Import Discharged from Vessel,20RE,272,2022-08-23,B
IDV,Import Discharged from Vessel,40DV,1376,2022-08-23,A
IDV,Import Discharged from Vessel,40DV,2160,2022-08-23,B
IDV,Import Discharged from Vessel,40DV,1904,2022-08-23,E
IDV,Import Discharged from Vessel,40DV,16,2022-08-23,D
IDV,Import Discharged from Vessel,40DV,16,2022-08-23,C
IDV,Import Discharged from Vessel,40DV,368,2022-08-23,G
IDV,Import Discharged from Vessel,40HC,11920,2022-08-23,A
IDV,Import Discharged from Vessel,40HC,15744,2022-08-23,B
IDV,Import Discharged from Vessel,40HC,9712,2022-08-23,E
IDV,Import Discharged from Vessel,40HC,160,2022-08-23,D
IDV,Import Discharged from Vessel,40HC,16,2022-08-23,F
IDV,Import Discharged from Vessel,40HC,2848,2022-08-23,C
IDV,Import Discharged from Vessel,40HC,6656,2022-08-23,G
IDV,Import Discharged from Vessel,40HR,672,2022-08-23,A
IDV,Import Discharged from Vessel,40HR,640,2022-08-23,B
IDV,Import Discharged from Vessel,40HR,48,2022-08-23,E
IDV,Import Discharged from Vessel,40HR,16,2022-08-23,F
IDV,Import Discharged from Vessel,40HR,720,2022-08-23,C
IDV,Import Discharged from Vessel,40HR,704,2022-08-23,G
ELV,Export Loaded on Vessel,20DV,9536,2022-08-24,A
ELV,Export Loaded on Vessel,20DV,10512,2022-08-24,B
ELV,Export Loaded on Vessel,20DV,880,2022-08-24,E
ELV,Export Loaded on Vessel,20DV,384,2022-08-24,F
ELV,Export Loaded on Vessel,20DV,2896,2022-08-24,C
ELV,Export Loaded on Vessel,20DV,4032,2022-08-24,G
ELV,Export Loaded on Vessel,20RE,144,2022-08-24,A
ELV,Export Loaded on Vessel,40DV,736,2022-08-24,A
ELV,Export Loaded on Vessel,40DV,272,2022-08-24,B
ELV,Export Loaded on Vessel,40DV,160,2022-08-24,E
ELV,Export Loaded on Vessel,40DV,368,2022-08-24,C
ELV,Export Loaded on Vessel,40DV,80,2022-08-24,G
ELV,Export Loaded on Vessel,40HC,12640,2022-08-24,A
ELV,Export Loaded on Vessel,40HC,5728,2022-08-24,B
ELV,Export Loaded on Vessel,40HC,624,2022-08-24,E
ELV,Export Loaded on Vessel,40HC,496,2022-08-24,F
ELV,Export Loaded on Vessel,40HC,2640,2022-08-24,C
ELV,Export Loaded on Vessel,40HC,3632,2022-08-24,G
ELV,Export Loaded on Vessel,40HR,2192,2022-08-24,A
ELV,Export Loaded on Vessel,40HR,1856,2022-08-24,B
ELV,Export Loaded on Vessel,40HR,48,2022-08-24,E
ELV,Export Loaded on Vessel,40HR,32,2022-08-24,F
ELV,Export Loaded on Vessel,40HR,1040,2022-08-24,C
ELV,Export Loaded on Vessel,40HR,1952,2022-08-24,G
IDV,Import Discharged from Vessel,20DV,4848,2022-08-24,A
IDV,Import Discharged from Vessel,20DV,11664,2022-08-24,B
IDV,Import Discharged from Vessel,20DV,4768,2022-08-24,E
IDV,Import Discharged from Vessel,20DV,32,2022-08-24,D
IDV,Import Discharged from Vessel,20DV,224,2022-08-24,F
IDV,Import Discharged from Vessel,20DV,3248,2022-08-24,C
IDV,Import Discharged from Vessel,20DV,3984,2022-08-24,G
IDV,Import Discharged from Vessel,20RE,96,2022-08-24,G
IDV,Import Discharged from Vessel,40DV,688,2022-08-24,A
IDV,Import Discharged from Vessel,40DV,384,2022-08-24,B
IDV,Import Discharged from Vessel,40DV,128,2022-08-24,E
IDV,Import Discharged from Vessel,40DV,48,2022-08-24,F
IDV,Import Discharged from Vessel,40DV,720,2022-08-24,C
IDV,Import Discharged from Vessel,40DV,592,2022-08-24,G
IDV,Import Discharged from Vessel,40HC,10432,2022-08-24,A
IDV,Import Discharged from Vessel,40HC,10288,2022-08-24,B
IDV,Import Discharged from Vessel,40HC,3104,2022-08-24,E
IDV,Import Discharged from Vessel,40HC,16,2022-08-24,D
IDV,Import Discharged from Vessel,40HC,432,2022-08-24,F
IDV,Import Discharged from Vessel,40HC,8912,2022-08-24,C
IDV,Import Discharged from Vessel,40HC,5808,2022-08-24,G
IDV,Import Discharged from Vessel,40HR,160,2022-08-24,A
IDV,Import Discharged from Vessel,40HR,576,2022-08-24,B
IDV,Import Discharged from Vessel,40HR,112,2022-08-24,E
IDV,Import Discharged from Vessel,40HR,336,2022-08-24,F
IDV,Import Discharged from Vessel,40HR,2032,2022-08-24,C
IDV,Import Discharged from Vessel,40HR,160,2022-08-24,G
ELV,Export Loaded on Vessel,20DV,5072,2022-08-25,A
ELV,Export Loaded on Vessel,20DV,13120,2022-08-25,B
ELV,Export Loaded on Vessel,20DV,1472,2022-08-25,E
ELV,Export Loaded on Vessel,20DV,1936,2022-08-25,F
ELV,Export Loaded on Vessel,20DV,3536,2022-08-25,C
ELV,Export Loaded on Vessel,40DV,448,2022-08-25,A
ELV,Export Loaded on Vessel,40DV,1392,2022-08-25,B
ELV,Export Loaded on Vessel,40DV,144,2022-08-25,E
ELV,Export Loaded on Vessel,40DV,816,2022-08-25,F
ELV,Export Loaded on Vessel,40DV,112,2022-08-25,C
ELV,Export Loaded on Vessel,40HC,7040,2022-08-25,A
ELV,Export Loaded on Vessel,40HC,18432,2022-08-25,B
ELV,Export Loaded on Vessel,40HC,928,2022-08-25,E
ELV,Export Loaded on Vessel,40HC,4560,2022-08-25,F
ELV,Export Loaded on Vessel,40HC,1840,2022-08-25,C
ELV,Export Loaded on Vessel,40HC,16,2022-08-25,G
ELV,Export Loaded on Vessel,40HR,2976,2022-08-25,A
ELV,Export Loaded on Vessel,40HR,3952,2022-08-25,B
ELV,Export Loaded on Vessel,40HR,16,2022-08-25,E
ELV,Export Loaded on Vessel,40HR,1104,2022-08-25,F
ELV,Export Loaded on Vessel,40HR,256,2022-08-25,C
ELV,Export Loaded on Vessel,40HR,352,2022-08-25,G
IDV,Import Discharged from Vessel,20DV,3856,2022-08-25,A
IDV,Import Discharged from Vessel,20DV,13312,2022-08-25,B
IDV,Import Discharged from Vessel,20DV,560,2022-08-25,E
IDV,Import Discharged from Vessel,20DV,7728,2022-08-25,C
IDV,Import Discharged from Vessel,20DV,640,2022-08-25,G
IDV,Import Discharged from Vessel,20RE,16,2022-08-25,C
IDV,Import Discharged from Vessel,40DV,832,2022-08-25,A
IDV,Import Discharged from Vessel,40DV,512,2022-08-25,B
IDV,Import Discharged from Vessel,40DV,64,2022-08-25,E
IDV,Import Discharged from Vessel,40DV,1840,2022-08-25,C
IDV,Import Discharged from Vessel,40DV,32,2022-08-25,G
IDV,Import Discharged from Vessel,40HC,7392,2022-08-25,A
IDV,Import Discharged from Vessel,40HC,11088,2022-08-25,B
IDV,Import Discharged from Vessel,40HC,1472,2022-08-25,E
IDV,Import Discharged from Vessel,40HC,15104,2022-08-25,C
IDV,Import Discharged from Vessel,40HC,1104,2022-08-25,G
IDV,Import Discharged from Vessel,40HR,336,2022-08-25,A
IDV,Import Discharged from Vessel,40HR,7248,2022-08-25,B
IDV,Import Discharged from Vessel,40HR,752,2022-08-25,C
IDV,Import Discharged from Vessel,40HR,128,2022-08-25,G
ELV,Export Loaded on Vessel,20DV,7776,2022-08-26,A
ELV,Export Loaded on Vessel,20DV,12880,2022-08-26,B
ELV,Export Loaded on Vessel,20DV,3696,2022-08-26,E
ELV,Export Loaded on Vessel,20DV,1264,2022-08-26,F
ELV,Export Loaded on Vessel,20DV,5792,2022-08-26,C
ELV,Export Loaded on Vessel,20DV,2096,2022-08-26,G
ELV,Export Loaded on Vessel,20RE,64,2022-08-26,A
ELV,Export Loaded on Vessel,20RE,16,2022-08-26,B
ELV,Export Loaded on Vessel,20RE,16,2022-08-26,F
ELV,Export Loaded on Vessel,20RE,32,2022-08-26,C
ELV,Export Loaded on Vessel,40DV,480,2022-08-26,A
ELV,Export Loaded on Vessel,40DV,528,2022-08-26,B
ELV,Export Loaded on Vessel,40DV,480,2022-08-26,E
ELV,Export Loaded on Vessel,40DV,368,2022-08-26,F
ELV,Export Loaded on Vessel,40DV,448,2022-08-26,C
ELV,Export Loaded on Vessel,40DV,16,2022-08-26,G
ELV,Export Loaded on Vessel,40HC,8848,2022-08-26,A
ELV,Export Loaded on Vessel,40HC,16720,2022-08-26,B
ELV,Export Loaded on Vessel,40HC,3856,2022-08-26,E
ELV,Export Loaded on Vessel,40HC,5600,2022-08-26,F
ELV,Export Loaded on Vessel,40HC,5104,2022-08-26,C
ELV,Export Loaded on Vessel,40HC,1216,2022-08-26,G
ELV,Export Loaded on Vessel,40HR,1952,2022-08-26,A
ELV,Export Loaded on Vessel,40HR,5648,2022-08-26,B
ELV,Export Loaded on Vessel,40HR,64,2022-08-26,E
ELV,Export Loaded on Vessel,40HR,1312,2022-08-26,F
ELV,Export Loaded on Vessel,40HR,1712,2022-08-26,C
ELV,Export Loaded on Vessel,40HR,48,2022-08-26,G
IDV,Import Discharged from Vessel,20DV,2832,2022-08-26,A
IDV,Import Discharged from Vessel,20DV,9712,2022-08-26,B
IDV,Import Discharged from Vessel,20DV,960,2022-08-26,E
IDV,Import Discharged from Vessel,20DV,4048,2022-08-26,F
IDV,Import Discharged from Vessel,20DV,7856,2022-08-26,C
IDV,Import Discharged from Vessel,20DV,1056,2022-08-26,G
IDV,Import Discharged from Vessel,20RE,16,2022-08-26,B
IDV,Import Discharged from Vessel,40DV,112,2022-08-26,A
IDV,Import Discharged from Vessel,40DV,1904,2022-08-26,B
IDV,Import Discharged from Vessel,40DV,112,2022-08-26,F
IDV,Import Discharged from Vessel,40DV,784,2022-08-26,C
IDV,Import Discharged from Vessel,40DV,208,2022-08-26,G
IDV,Import Discharged from Vessel,40HC,4992,2022-08-26,A
IDV,Import Discharged from Vessel,40HC,19968,2022-08-26,B
IDV,Import Discharged from Vessel,40HC,2608,2022-08-26,E
IDV,Import Discharged from Vessel,40HC,5312,2022-08-26,F
IDV,Import Discharged from Vessel,40HC,4880,2022-08-26,C
IDV,Import Discharged from Vessel,40HC,2016,2022-08-26,G
IDV,Import Discharged from Vessel,40HR,1776,2022-08-26,A
IDV,Import Discharged from Vessel,40HR,4320,2022-08-26,B
IDV,Import Discharged from Vessel,40HR,80,2022-08-26,E
IDV,Import Discharged from Vessel,40HR,208,2022-08-26,F
IDV,Import Discharged from Vessel,40HR,1104,2022-08-26,C
ELV,Export Loaded on Vessel,20DV,5552,2022-08-27,A
ELV,Export Loaded on Vessel,20DV,24304,2022-08-27,B
ELV,Export Loaded on Vessel,20DV,2752,2022-08-27,E
ELV,Export Loaded on Vessel,20DV,1120,2022-08-27,F
ELV,Export Loaded on Vessel,20DV,1552,2022-08-27,C
ELV,Export Loaded on Vessel,20DV,5936,2022-08-27,G
ELV,Export Loaded on Vessel,20RE,48,2022-08-27,A
ELV,Export Loaded on Vessel,20RE,32,2022-08-27,B
ELV,Export Loaded on Vessel,20RE,32,2022-08-27,F
ELV,Export Loaded on Vessel,40DV,352,2022-08-27,A
ELV,Export Loaded on Vessel,40DV,1376,2022-08-27,B
ELV,Export Loaded on Vessel,40DV,192,2022-08-27,E
ELV,Export Loaded on Vessel,40DV,304,2022-08-27,F
ELV,Export Loaded on Vessel,40DV,256,2022-08-27,C
ELV,Export Loaded on Vessel,40DV,64,2022-08-27,G
ELV,Export Loaded on Vessel,40HC,8880,2022-08-27,A
ELV,Export Loaded on Vessel,40HC,22960,2022-08-27,B
ELV,Export Loaded on Vessel,40HC,2592,2022-08-27,E
ELV,Export Loaded on Vessel,40HC,160,2022-08-27,D
ELV,Export Loaded on Vessel,40HC,3792,2022-08-27,F
ELV,Export Loaded on Vessel,40HC,3152,2022-08-27,C
ELV,Export Loaded on Vessel,40HC,2800,2022-08-27,G
ELV,Export Loaded on Vessel,40HR,3024,2022-08-27,A
ELV,Export Loaded on Vessel,40HR,4336,2022-08-27,B
ELV,Export Loaded on Vessel,40HR,496,2022-08-27,F
ELV,Export Loaded on Vessel,40HR,320,2022-08-27,C
ELV,Export Loaded on Vessel,40HR,176,2022-08-27,G
IDV,Import Discharged from Vessel,20DV,5328,2022-08-27,A
IDV,Import Discharged from Vessel,20DV,12112,2022-08-27,B
IDV,Import Discharged from Vessel,20DV,3312,2022-08-27,E
IDV,Import Discharged from Vessel,20DV,1680,2022-08-27,F
IDV,Import Discharged from Vessel,20DV,4320,2022-08-27,C
IDV,Import Discharged from Vessel,20DV,1536,2022-08-27,G
IDV,Import Discharged from Vessel,20RE,16,2022-08-27,B
IDV,Import Discharged from Vessel,20RE,80,2022-08-27,C
IDV,Import Discharged from Vessel,40DV,768,2022-08-27,A
IDV,Import Discharged from Vessel,40DV,784,2022-08-27,B
IDV,Import Discharged from Vessel,40DV,160,2022-08-27,E
IDV,Import Discharged from Vessel,40DV,240,2022-08-27,F
IDV,Import Discharged from Vessel,40DV,352,2022-08-27,C
IDV,Import Discharged from Vessel,40DV,16,2022-08-27,G
IDV,Import Discharged from Vessel,40HC,9888,2022-08-27,A
IDV,Import Discharged from Vessel,40HC,10320,2022-08-27,B
IDV,Import Discharged from Vessel,40HC,2608,2022-08-27,E
IDV,Import Discharged from Vessel,40HC,2288,2022-08-27,F
IDV,Import Discharged from Vessel,40HC,12576,2022-08-27,C
IDV,Import Discharged from Vessel,40HC,1008,2022-08-27,G
IDV,Import Discharged from Vessel,40HR,1104,2022-08-27,A
IDV,Import Discharged from Vessel,40HR,2528,2022-08-27,B
IDV,Import Discharged from Vessel,40HR,384,2022-08-27,E
IDV,Import Discharged from Vessel,40HR,272,2022-08-27,F
IDV,Import Discharged from Vessel,40HR,7296,2022-08-27,C
IDV,Import Discharged from Vessel,40HR,304,2022-08-27,G
ELV,Export Loaded on Vessel,20DV,4368,2022-08-28,A
ELV,Export Loaded on Vessel,20DV,9728,2022-08-28,B
ELV,Export Loaded on Vessel,20DV,2768,2022-08-28,E
ELV,Export Loaded on Vessel,20DV,1392,2022-08-28,F
ELV,Export Loaded on Vessel,20DV,1984,2022-08-28,C
ELV,Export Loaded on Vessel,20DV,11904,2022-08-28,G
ELV,Export Loaded on Vessel,20RE,64,2022-08-28,A
ELV,Export Loaded on Vessel,20RE,16,2022-08-28,B
ELV,Export Loaded on Vessel,20RE,48,2022-08-28,E
ELV,Export Loaded on Vessel,20RE,16,2022-08-28,F
